student_id,gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed
ENSPD002989,Female,20.0,Mecanique,4,77.2,23.0,58.8,61.7,63.5,1.0,0.4,1.1,Yes,No,Low,0.0,Yes,Salle 20,178.0,73.6,1.0
ENSPD002990,Female,24.0,Mecanique,3,82.2,17.0,69.8,54.2,47.8,1.0,1.3,16.7,No,No,Middle,2.0,Yes,Salle 25,212.0,58.9,1.0
ENSPD002991,Male,22.0,Electrique,1,87.7,12.0,67.8,30.4,48.8,1.0,1.5,8.5,Yes,No,Middle,1.0,Yes,Salle 24,143.0,51.3,1.0
ENSPD002992,Female,22.0,GenieCivil,2,83.7,16.0,64.4,30.2,77.1,1.0,9.0,11.5,Yes,No,Middle,0.0,No,Salle 26,177.0,56.3,1.0
ENSPD002993,Male,24.0,Chimie,2,83.8,16.0,65.1,48.6,61.4,0.0,1.4,12.3,Yes,Yes,Middle,2.0,No,Salle 5,119.0,58.3,1.0
ENSPD002994,Male,23.0,Chimie,5,72.8,27.0,65.9,71.7,86.5,2.0,1.5,11.2,No,Yes,Low,5.0,No,Salle 6,48.0,74.5,1.0
ENSPD002995,Male,25.0,Informatique,1,76.8,23.0,66.9,67.2,75.2,1.0,1.1,10.7,No,No,Middle,2.0,Yes,Salle 25,248.0,62.0,1.0
ENSPD002996,Female,21.0,Informatique,5,100.0,0.0,65.1,61.7,100.0,1.0,4.9,16.6,No,No,Middle,1.0,No,Salle 12,109.0,77.8,1.0
ENSPD002997,Male,21.0,Telecom,5,96.7,3.0,48.4,61.6,62.2,2.0,2.1,11.1,Yes,No,Low,1.0,Yes,Salle 20,60.0,54.8,1.0
ENSPD002998,Male,19.0,Informatique,5,82.2,36.0,65.1,68.1,63.5,4.0,0.9,9.8,Yes,No,Middle,1.0,No,Salle 2,109.0,48.7,0.0
ENSPD002999,Male,21.0,Informatique,3,53.6,46.0,69.0,29.6,70.8,0.0,1.2,10.2,Yes,No,Middle,0.0,Yes,Salle 6,263.0,57.7,1.0
ENSPD003000,Female,24.0,Informatique,5,82.9,17.0,66.5,18.9,62.6,0.0,0.7,11.5,No,No,Middle,1.0,Yes,Salle 25,109.0,53.5,1.0
ENSPD003001,Female,25.0,Electrique,2,92.7,7.0,79.3,57.6,74.7,0.0,6.5,34.8,No,No,Low,0.0,Yes,Salle 22,185.0,70.9,1.0
ENSPD003002,Female,24.0,Electrique,1,75.8,24.0,74.3,52.2,77.3,2.0,2.4,11.5,Yes,No,Low,0.0,Yes,Salle 7,143.0,62.2,1.0
ENSPD003003,Male,18.0,Energetique,2,94.3,6.0,51.9,80.2,53.3,2.0,1.0,9.4,Yes,No,Low,1.0,Yes,Salle 30,71.0,60.3,1.0
ENSPD003004,Female,24.0,Telecom,5,82.7,17.0,62.5,64.8,43.8,1.0,0.4,1.3,Yes,No,High,1.0,No,Salle 28,60.0,55.1,1.0
ENSPD003005,Male,18.0,GenieCivil,1,80.0,20.0,60.3,61.6,61.1,3.0,0.4,11.5,Yes,No,Middle,1.0,No,Salle 11,149.0,71.1,1.0
ENSPD003006,Female,24.0,Mecanique,3,91.1,9.0,65.1,52.1,16.4,0.0,1.3,15.2,Yes,No,Middle,1.0,No,Salle 5,212.0,41.5,0.0
ENSPD003007,Female,21.0,Mecanique,1,75.6,24.0,65.1,70.8,65.6,2.0,1.3,10.4,No,No,Low,2.0,Yes,Salle 9,186.0,65.4,1.0
ENSPD003008,Male,23.0,Informatique,2,78.6,21.0,74.2,57.5,55.9,1.0,1.1,7.6,Yes,No,Low,1.0,Yes,Salle 27,298.0,62.0,1.0
ENSPD003009,Female,19.0,Informatique,1,90.0,10.0,67.7,86.9,81.2,2.0,3.8,17.0,No,No,Middle,2.0,Yes,Salle 8,248.0,81.3,1.0
ENSPD003010,Male,24.0,Informatique,4,81.6,18.0,83.5,58.3,24.3,1.0,7.7,30.4,Yes,No,Low,2.0,Yes,Salle 9,230.0,48.7,0.0
ENSPD003011,Male,19.0,Informatique,3,100.0,0.0,68.6,77.4,64.1,1.0,0.9,12.5,No,No,High,1.0,Yes,Salle 1,263.0,78.3,1.0
ENSPD003012,Male,21.0,Mecanique,4,90.3,10.0,52.5,42.6,95.5,1.0,0.7,16.3,No,No,Middle,3.0,No,Salle 14,178.0,63.6,1.0
ENSPD003013,Male,20.0,Mecanique,3,89.5,10.0,58.0,54.5,77.5,1.0,2.9,15.0,No,No,Low,0.0,Yes,Salle 12,212.0,67.2,1.0
ENSPD003014,Male,18.0,Energetique,5,81.4,19.0,74.1,60.5,83.6,1.0,1.2,2.6,Yes,No,Low,0.0,Yes,Salle 10,40.0,73.3,1.0
ENSPD003015,Female,22.0,Electrique,3,92.5,8.0,40.8,84.7,70.8,1.0,0.5,13.2,No,No,Low,4.0,No,Salle 19,188.0,60.2,1.0
ENSPD003016,Male,26.0,Energetique,3,78.1,22.0,44.8,22.5,30.8,1.0,0.4,3.0,No,No,Middle,2.0,Yes,Salle 28,104.0,30.8,0.0
ENSPD003017,Female,27.0,Mecanique,3,85.4,15.0,65.2,56.0,67.3,0.0,0.7,9.4,Yes,No,Low,2.0,No,Salle 13,212.0,62.9,1.0
ENSPD003018,Male,22.0,GenieCivil,3,71.0,29.0,79.3,55.4,72.2,1.0,0.0,7.1,Yes,No,Middle,1.0,No,Salle 14,185.0,66.5,1.0
ENSPD003019,Male,24.0,Mecanique,4,94.5,6.0,84.6,24.6,42.4,1.0,5.7,32.3,No,No,High,1.0,Yes,Salle 23,178.0,51.9,1.0
ENSPD003020,Female,22.0,Informatique,3,85.5,14.0,61.7,53.6,61.5,3.0,1.4,8.5,No,No,Low,0.0,Yes,Salle 4,263.0,51.2,1.0
ENSPD003021,Male,23.0,Informatique,4,100.0,0.0,80.9,34.3,6.0,1.0,0.2,7.7,Yes,No,Middle,1.0,Yes,Salle 17,230.0,31.0,0.0
ENSPD003022,Male,21.0,Energetique,4,100.0,0.0,66.1,20.0,57.3,2.0,0.4,5.3,Yes,Yes,Middle,0.0,Yes,Salle 30,70.0,49.1,0.0
ENSPD003023,Female,22.0,Energetique,1,91.2,9.0,42.0,57.3,55.3,1.0,0.8,0.2,Yes,No,High,1.0,Yes,Salle 19,83.0,50.3,1.0
ENSPD003024,Male,23.0,Informatique,3,82.8,17.0,64.9,56.7,92.0,1.0,1.6,9.7,Yes,No,Middle,1.0,Yes,Salle 5,263.0,70.1,1.0
ENSPD003025,Male,21.0,Informatique,1,70.6,29.0,65.1,57.6,51.9,3.0,2.4,16.1,No,No,Low,3.0,Yes,Salle 12,248.0,55.8,1.0
ENSPD003026,Male,22.0,GenieCivil,3,92.9,7.0,78.8,66.6,58.7,2.0,0.7,3.8,Yes,No,High,1.0,Yes,Salle 7,185.0,65.3,1.0
ENSPD003027,Female,22.0,Informatique,3,84.5,16.0,64.6,46.2,62.4,2.0,1.4,30.6,Yes,No,Low,1.0,Yes,Salle 1,263.0,55.6,1.0
ENSPD003028,Female,24.0,Mecanique,5,88.5,12.0,45.8,94.2,52.2,1.0,2.9,17.7,Yes,No,Middle,1.0,Yes,Salle 22,67.0,68.4,1.0
ENSPD003029,Female,20.0,Informatique,1,100.0,0.0,42.5,61.4,78.4,1.0,3.5,11.5,No,No,High,2.0,Yes,Salle 21,248.0,58.4,1.0
ENSPD003030,Female,22.0,GenieCivil,1,72.1,28.0,64.7,85.2,24.2,2.0,0.8,4.5,No,Yes,Middle,0.0,Yes,Salle 25,149.0,53.2,1.0
ENSPD003031,Male,26.0,Mecanique,1,70.9,29.0,28.7,31.8,86.7,4.0,1.0,10.0,Yes,Yes,Middle,2.0,Yes,Salle 24,186.0,52.5,1.0
ENSPD003032,Male,24.0,Mecanique,2,79.2,21.0,57.2,47.0,63.8,1.0,1.5,6.6,Yes,No,High,1.0,Yes,Salle 28,231.0,54.8,1.0
ENSPD003033,Female,25.0,Informatique,4,91.9,8.0,68.5,74.4,90.0,2.0,1.2,1.1,No,No,Middle,1.0,Yes,Salle 23,230.0,79.1,1.0
ENSPD003034,Male,22.0,GenieCivil,4,88.7,11.0,49.1,57.9,9.1,2.0,0.6,11.5,Yes,No,Middle,0.0,Yes,Salle 30,173.0,33.0,0.0
ENSPD003035,Male,23.0,Energetique,4,71.3,29.0,79.9,61.6,15.3,0.0,11.8,50.0,Yes,No,Middle,1.0,No,Salle 4,70.0,39.0,0.0
ENSPD003036,Male,24.0,Mecanique,4,91.1,9.0,82.9,28.9,58.2,1.0,3.8,21.6,Yes,No,Middle,2.0,Yes,Salle 9,178.0,53.8,1.0
ENSPD003037,Male,25.0,Telecom,2,67.6,32.0,49.7,75.2,74.1,2.0,0.5,11.6,Yes,No,High,1.0,Yes,Salle 19,161.0,61.1,1.0
ENSPD003038,Other,18.0,Telecom,1,82.2,28.0,65.1,61.6,52.9,2.0,4.5,23.4,Yes,No,Middle,0.0,Yes,Salle 15,121.0,59.9,1.0
ENSPD003039,Male,19.0,Energetique,1,80.6,19.0,79.9,66.4,75.7,2.0,1.8,9.6,No,No,Middle,1.0,Yes,Salle 19,83.0,67.4,1.0
ENSPD003040,Male,25.0,Chimie,4,75.4,25.0,65.0,53.1,63.5,1.0,1.4,1.7,No,No,Middle,1.0,Yes,Salle 26,93.0,62.0,1.0
ENSPD003041,Male,21.0,Electrique,4,92.7,7.0,44.1,42.0,77.3,0.0,0.8,12.9,Yes,No,Middle,0.0,Yes,Salle 20,157.0,50.3,1.0
ENSPD003042,Female,21.0,Telecom,3,85.4,15.0,62.9,61.0,66.1,0.0,0.1,8.1,Yes,No,High,1.0,Yes,Salle 7,154.0,60.8,1.0
ENSPD003043,Male,19.0,Informatique,2,100.0,0.0,52.2,38.3,63.5,2.0,1.4,2.3,Yes,No,Low,0.0,Yes,Salle 30,298.0,56.2,1.0
ENSPD003044,Male,21.0,GenieCivil,2,79.0,21.0,81.6,48.5,51.7,0.0,0.4,1.1,Yes,No,Middle,4.0,No,Salle 27,177.0,55.7,1.0
ENSPD003045,Female,19.0,Energetique,5,80.5,20.0,74.1,84.7,62.9,0.0,1.3,6.7,Yes,No,Middle,3.0,Yes,Salle 25,40.0,71.4,1.0
ENSPD003046,Female,26.0,Chimie,1,96.5,4.0,60.3,28.7,43.5,1.0,1.0,13.0,Yes,No,Low,0.0,Yes,Salle 23,96.0,43.4,0.0
ENSPD003047,Male,22.0,Energetique,4,80.9,19.0,67.1,74.2,48.3,0.0,0.3,2.4,Yes,No,High,0.0,Yes,Salle 27,70.0,65.6,1.0
ENSPD003048,Male,22.0,Chimie,2,99.9,0.0,45.4,88.9,74.3,4.0,1.0,10.8,Yes,No,Middle,0.0,Yes,Salle 5,119.0,68.5,1.0
ENSPD003049,Male,23.0,Telecom,1,88.5,12.0,53.7,76.7,54.7,2.0,0.7,14.6,Yes,No,Low,0.0,Yes,Salle 23,121.0,64.3,1.0
ENSPD003050,Male,24.0,Electrique,4,53.8,46.0,88.3,69.2,49.2,1.0,1.1,6.2,Yes,No,Middle,1.0,Yes,Salle 29,157.0,63.3,1.0
ENSPD003051,Male,24.0,Chimie,2,96.1,4.0,65.8,53.7,73.0,0.0,0.4,5.1,Yes,Yes,Middle,0.0,Yes,Salle 17,119.0,65.7,1.0
ENSPD003052,Male,24.0,GenieCivil,4,93.0,7.0,79.0,50.4,71.6,0.0,1.9,12.5,Yes,No,Middle,1.0,Yes,Salle 7,173.0,67.4,1.0
ENSPD003053,Male,21.0,Telecom,3,93.4,7.0,68.5,21.5,59.7,3.0,0.1,0.0,Yes,No,Middle,0.0,Yes,Salle 17,154.0,56.3,1.0
ENSPD003054,Male,21.0,Telecom,3,59.1,41.0,84.7,62.7,61.0,0.0,1.0,6.2,Yes,No,Low,0.0,No,Salle 4,154.0,69.9,1.0
ENSPD003055,Female,24.0,Telecom,4,74.0,26.0,35.0,54.8,72.3,1.0,4.5,23.7,Yes,No,Middle,0.0,Yes,Salle 13,121.0,53.9,1.0
ENSPD003056,Female,21.0,Electrique,3,74.9,25.0,62.2,49.4,83.4,1.0,1.1,5.5,Yes,No,Middle,3.0,Yes,Salle 3,188.0,64.0,1.0
ENSPD003057,Female,22.0,Mecanique,2,71.9,28.0,89.7,61.6,68.0,2.0,1.2,18.3,Yes,No,Middle,1.0,Yes,Salle 18,231.0,65.1,1.0
ENSPD003058,Male,23.0,Informatique,4,100.0,0.0,79.3,63.1,40.2,1.0,0.1,11.5,Yes,No,Low,0.0,No,Salle 8,230.0,58.5,1.0
ENSPD003059,Male,24.0,Energetique,3,81.9,18.0,84.9,61.6,59.6,0.0,1.4,11.9,Yes,No,High,2.0,Yes,Salle 17,104.0,68.4,1.0
ENSPD003060,Female,18.0,Electrique,1,81.6,18.0,64.9,91.0,55.9,2.0,5.5,24.7,No,No,Middle,2.0,Yes,Salle 5,143.0,70.9,1.0
ENSPD003061,Male,23.0,Mecanique,4,88.6,11.0,56.9,75.2,42.9,2.0,0.7,6.8,No,No,Middle,2.0,Yes,Salle 1,178.0,56.7,1.0
ENSPD003062,Male,22.0,Informatique,3,88.8,11.0,49.6,78.1,63.5,1.0,1.0,6.1,Yes,Yes,Low,1.0,Yes,Salle 7,263.0,62.1,1.0
ENSPD003063,Female,23.0,Telecom,4,42.0,58.0,48.5,60.1,75.5,4.0,1.8,3.9,Yes,No,Middle,0.0,Yes,Salle 11,121.0,56.5,1.0
ENSPD003064,Female,24.0,Telecom,4,74.2,26.0,77.1,71.2,78.5,2.0,0.2,4.4,Yes,No,Low,2.0,Yes,Salle 19,121.0,69.5,1.0
ENSPD003065,Female,25.0,Telecom,2,65.0,35.0,72.7,45.9,44.2,1.0,6.0,36.2,Yes,No,Middle,1.0,No,Salle 29,161.0,48.5,0.0
ENSPD003066,Male,25.0,Electrique,3,86.8,13.0,65.1,61.6,67.1,0.0,1.3,16.7,Yes,Yes,High,1.0,No,Salle 22,188.0,65.4,1.0
ENSPD003067,Male,25.0,Mecanique,2,78.5,22.0,65.1,58.3,63.9,0.0,0.2,1.6,Yes,No,Middle,1.0,Yes,Salle 26,231.0,64.5,1.0
ENSPD003068,Female,25.0,Mecanique,2,82.2,18.0,67.1,43.6,70.1,1.0,1.4,1.8,Yes,No,Low,3.0,Yes,Salle 23,231.0,62.9,1.0
ENSPD003069,Male,23.0,Informatique,4,57.1,43.0,79.4,61.6,66.6,0.0,0.9,0.4,No,No,Low,1.0,Yes,Salle 12,230.0,66.0,1.0
ENSPD003070,Female,22.0,Telecom,4,78.3,22.0,79.3,56.7,63.7,0.0,0.8,4.3,Yes,No,Low,0.0,Yes,Salle 26,121.0,65.4,1.0
ENSPD003071,Female,24.0,Informatique,1,95.4,5.0,49.0,100.0,61.3,0.0,2.4,12.4,Yes,No,High,2.0,No,Salle 27,248.0,73.0,1.0
ENSPD003072,Female,23.0,Electrique,3,98.9,1.0,69.1,69.8,86.1,1.0,0.8,9.8,Yes,No,Low,3.0,No,Salle 1,188.0,74.2,1.0
ENSPD003073,Male,21.0,GenieCivil,5,90.6,9.0,40.0,90.4,46.8,0.0,1.4,11.5,Yes,No,Low,1.0,Yes,Salle 11,70.0,54.3,1.0
ENSPD003074,Male,23.0,GenieCivil,3,66.0,34.0,67.0,82.4,60.5,0.0,0.8,11.7,No,Yes,High,0.0,No,Salle 13,185.0,68.0,1.0
ENSPD003075,Female,22.0,Telecom,4,97.1,3.0,74.1,62.7,85.6,1.0,3.0,19.4,Yes,No,Middle,0.0,Yes,Salle 10,121.0,76.4,1.0
ENSPD003076,Female,20.0,Informatique,4,90.7,9.0,45.3,54.0,47.8,1.0,0.7,9.2,No,No,Middle,2.0,Yes,Salle 23,230.0,48.9,0.0
ENSPD003077,Female,25.0,Chimie,2,80.6,19.0,58.8,30.7,48.8,3.0,0.0,11.5,Yes,No,Middle,2.0,Yes,Salle 12,119.0,41.7,0.0
ENSPD003078,Male,22.0,Informatique,2,57.7,42.0,65.1,46.3,78.7,0.0,0.9,12.6,No,No,Middle,2.0,Yes,Salle 28,298.0,64.4,1.0
ENSPD003079,Male,26.0,Informatique,4,93.4,7.0,68.5,73.9,35.5,2.0,0.7,10.3,Yes,No,Low,0.0,Yes,Salle 27,230.0,58.4,1.0
ENSPD003080,Female,19.0,GenieCivil,3,74.9,25.0,60.8,56.6,77.2,1.0,4.8,18.4,Yes,No,Middle,1.0,Yes,Salle 15,185.0,68.7,1.0
ENSPD003081,Female,21.0,Informatique,3,86.2,14.0,47.4,68.8,54.2,0.0,1.3,12.3,No,No,Low,1.0,Yes,Salle 15,263.0,53.5,1.0
ENSPD003082,Female,22.0,Chimie,4,82.8,17.0,64.2,25.5,72.2,1.0,0.5,4.7,No,No,Middle,2.0,Yes,Salle 12,93.0,56.9,1.0
ENSPD003083,Male,24.0,GenieCivil,4,100.0,0.0,40.2,70.2,39.6,0.0,8.0,40.7,No,No,Middle,1.0,Yes,Salle 24,173.0,48.2,0.0
ENSPD003084,Female,23.0,Informatique,2,80.5,20.0,61.5,81.7,87.7,1.0,0.6,10.0,Yes,No,High,0.0,Yes,Salle 17,298.0,72.2,1.0
ENSPD003085,Female,23.0,Informatique,1,81.8,18.0,58.4,30.0,39.7,3.0,2.9,23.5,Yes,No,Middle,1.0,No,Salle 26,248.0,38.9,0.0
ENSPD003086,Female,20.0,Electrique,2,100.0,0.0,63.0,68.7,63.5,0.0,2.1,5.4,Yes,No,Middle,5.0,Yes,Salle 16,185.0,71.6,1.0
ENSPD003087,Male,20.0,Chimie,3,74.1,26.0,56.6,86.2,40.5,2.0,1.4,11.0,Yes,No,Low,0.0,Yes,Salle 3,130.0,54.5,1.0
ENSPD003088,Male,23.0,GenieCivil,2,91.8,8.0,42.4,92.2,63.5,1.0,1.0,6.4,Yes,No,Middle,0.0,Yes,Salle 16,177.0,77.8,1.0
ENSPD003089,Female,19.0,Electrique,3,79.6,20.0,65.1,52.9,62.6,2.0,4.1,29.9,Yes,No,Middle,0.0,Yes,Salle 8,188.0,59.2,1.0
ENSPD003090,Male,21.0,Chimie,1,70.0,30.0,79.0,76.0,100.0,2.0,1.3,0.0,Yes,No,Middle,1.0,Yes,Salle 16,96.0,85.6,1.0
ENSPD003091,Male,23.0,Electrique,3,82.0,18.0,83.9,87.7,47.6,3.0,0.9,10.3,Yes,No,Middle,1.0,Yes,Salle 22,188.0,66.7,1.0
ENSPD003092,Female,20.0,Mecanique,2,90.3,10.0,100.0,69.2,55.1,4.0,0.9,10.8,Yes,No,Middle,0.0,Yes,Salle 18,231.0,78.4,1.0
ENSPD003093,Male,25.0,Electrique,3,82.2,2.0,65.1,61.6,88.2,0.0,0.6,0.0,Yes,Yes,Low,0.0,No,Salle 18,188.0,90.5,1.0
ENSPD003094,Female,24.0,Electrique,2,99.7,0.0,47.0,61.6,63.5,0.0,1.4,11.5,No,Yes,Middle,2.0,Yes,Salle 22,185.0,38.2,0.0
ENSPD003095,Male,19.0,Chimie,2,78.5,22.0,58.9,69.1,50.0,1.0,0.3,0.0,Yes,No,Low,1.0,Yes,Salle 16,119.0,57.6,1.0
ENSPD003096,Female,20.0,Electrique,4,70.2,30.0,64.7,50.8,73.9,2.0,0.1,2.5,Yes,No,Low,1.0,Yes,Salle 15,157.0,65.0,1.0
ENSPD003097,Female,17.0,Energetique,1,78.2,22.0,63.7,59.0,43.6,1.0,1.6,13.0,Yes,No,Low,0.0,No,Salle 23,83.0,49.9,0.0
ENSPD003098,Male,20.0,Informatique,3,67.8,32.0,66.0,69.8,63.5,1.0,1.2,5.9,Yes,No,High,0.0,Yes,Salle 3,263.0,69.7,1.0
ENSPD003099,Male,24.0,Energetique,5,79.4,21.0,100.0,49.5,67.4,0.0,0.4,6.9,Yes,No,Middle,1.0,No,Salle 26,40.0,76.4,1.0
ENSPD003100,Male,21.0,GenieCivil,3,77.9,22.0,48.8,58.0,33.7,1.0,0.2,5.8,Yes,No,High,1.0,Yes,Salle 8,185.0,42.8,0.0
ENSPD003101,Male,23.0,Electrique,4,90.7,9.0,54.3,75.7,83.4,0.0,0.3,8.3,Yes,No,Middle,0.0,No,Salle 30,157.0,72.0,1.0
ENSPD003102,Female,19.0,Informatique,1,55.5,44.0,89.7,98.9,38.8,1.0,0.8,3.9,No,No,Low,3.0,Yes,Salle 20,248.0,61.4,1.0
ENSPD003103,Female,24.0,Mecanique,3,73.2,27.0,55.8,25.1,79.4,3.0,1.2,13.5,No,No,Low,2.0,No,Salle 18,212.0,55.0,1.0
ENSPD003104,Male,21.0,Chimie,2,73.3,27.0,70.9,97.6,66.6,1.0,0.4,0.0,No,No,Middle,1.0,Yes,Salle 5,119.0,77.8,1.0
ENSPD003105,Male,22.0,Electrique,1,96.2,4.0,80.5,57.3,54.9,0.0,2.8,22.3,Yes,No,Middle,0.0,Yes,Salle 29,143.0,67.2,1.0
ENSPD003106,Male,22.0,Informatique,2,68.6,31.0,72.3,61.6,41.9,1.0,0.4,5.6,No,No,Low,0.0,Yes,Salle 28,298.0,53.2,1.0
ENSPD003107,Female,19.0,GenieCivil,2,84.7,15.0,67.9,82.9,70.6,0.0,0.3,5.6,No,No,Low,2.0,Yes,Salle 30,177.0,75.8,1.0
ENSPD003108,Male,20.0,Informatique,3,80.5,20.0,79.1,90.2,46.5,2.0,10.4,47.8,Yes,Yes,High,1.0,Yes,Salle 5,263.0,68.9,1.0
ENSPD003109,Female,24.0,Energetique,5,94.5,6.0,51.6,48.9,88.2,1.0,1.2,10.6,No,No,Low,4.0,Yes,Salle 26,40.0,66.8,1.0
ENSPD003110,Female,23.0,Telecom,1,89.1,11.0,57.6,57.9,88.9,1.0,0.4,6.6,Yes,No,Middle,0.0,Yes,Salle 13,121.0,71.5,1.0
ENSPD003111,Female,24.0,Informatique,2,83.5,16.0,73.0,61.0,63.5,1.0,4.5,28.0,No,No,Middle,1.0,Yes,Salle 9,298.0,77.1,1.0
ENSPD003112,Male,23.0,Telecom,2,75.3,25.0,34.0,55.6,69.6,1.0,0.5,0.9,Yes,No,Middle,0.0,Yes,Salle 13,161.0,51.7,1.0
ENSPD003113,Female,22.0,Telecom,2,59.8,40.0,86.2,85.7,55.9,0.0,1.4,11.5,Yes,No,Middle,1.0,No,Salle 17,161.0,75.1,1.0
ENSPD003114,Male,19.0,Mecanique,4,85.0,15.0,69.6,60.6,58.1,3.0,0.3,11.5,Yes,No,Middle,0.0,Yes,Salle 14,178.0,55.8,1.0
ENSPD003115,Male,21.0,Chimie,2,88.4,12.0,67.3,32.9,56.6,2.0,3.7,18.3,No,No,High,1.0,Yes,Salle 13,119.0,56.6,1.0
ENSPD003116,Female,22.0,GenieCivil,1,63.1,37.0,40.5,50.6,69.0,1.0,0.4,11.8,Yes,Yes,Middle,1.0,Yes,Salle 2,149.0,56.2,1.0
ENSPD003117,Female,26.0,Electrique,4,67.2,33.0,45.7,33.6,72.7,1.0,5.6,36.4,No,No,Middle,1.0,No,Salle 29,157.0,48.1,0.0
ENSPD003118,Male,23.0,Mecanique,4,85.0,15.0,59.0,57.9,88.6,0.0,1.7,11.8,Yes,No,High,1.0,Yes,Salle 29,178.0,62.9,1.0
ENSPD003119,Male,25.0,Mecanique,3,86.1,14.0,77.1,74.1,64.4,1.0,0.4,11.5,Yes,No,Low,1.0,Yes,Salle 26,212.0,69.6,1.0
ENSPD003120,Male,23.0,GenieCivil,3,82.2,30.0,33.9,50.2,35.9,0.0,3.7,16.3,Yes,No,Low,1.0,Yes,Salle 10,185.0,38.2,0.0
ENSPD003121,Male,21.0,Informatique,1,75.1,25.0,76.8,54.7,55.9,1.0,1.0,0.8,Yes,Yes,Middle,1.0,Yes,Salle 26,248.0,56.0,1.0
ENSPD003122,Male,22.0,Telecom,2,60.0,40.0,59.6,57.1,95.1,2.0,2.6,17.9,Yes,No,Middle,1.0,Yes,Salle 14,161.0,61.6,1.0
ENSPD003123,Male,22.0,Mecanique,2,82.2,2.0,65.1,64.5,32.9,0.0,2.1,9.6,Yes,No,High,2.0,Yes,Salle 4,231.0,49.2,0.0
ENSPD003124,Male,20.0,GenieCivil,2,66.4,34.0,68.8,71.3,78.8,1.0,2.5,14.4,Yes,No,Low,1.0,Yes,Salle 16,177.0,64.6,1.0
ENSPD003125,Female,21.0,Telecom,5,88.5,12.0,69.0,76.5,56.2,0.0,0.8,7.0,No,No,Middle,0.0,No,Salle 15,60.0,63.9,1.0
ENSPD003126,Female,22.0,GenieCivil,3,81.6,18.0,54.3,100.0,46.3,1.0,5.6,31.9,Yes,No,Middle,1.0,Yes,Salle 8,185.0,62.3,1.0
ENSPD003127,Female,25.0,GenieCivil,1,97.5,2.0,74.4,64.2,71.9,2.0,1.6,11.6,No,No,Middle,1.0,Yes,Salle 7,149.0,71.2,1.0
ENSPD003128,Male,18.0,Energetique,2,72.5,28.0,30.2,75.2,95.2,1.0,0.2,4.7,Yes,No,Low,1.0,No,Salle 14,71.0,66.4,1.0
ENSPD003129,Female,24.0,Telecom,2,82.7,17.0,58.2,61.6,70.8,1.0,1.4,1.7,No,No,Low,2.0,Yes,Salle 4,161.0,57.6,1.0
ENSPD003130,Female,20.0,Informatique,3,61.6,38.0,67.3,55.2,58.7,1.0,2.7,18.2,No,No,Low,1.0,Yes,Salle 1,263.0,52.8,1.0
ENSPD003131,Female,19.0,GenieCivil,2,58.7,41.0,59.8,57.1,38.1,1.0,3.8,15.8,Yes,No,Middle,1.0,Yes,Salle 13,177.0,48.4,0.0
ENSPD003132,Female,24.0,Energetique,2,89.2,11.0,37.6,43.7,62.0,0.0,1.4,9.6,Yes,No,Middle,1.0,Yes,Salle 26,71.0,47.9,0.0
ENSPD003133,Female,23.0,Mecanique,3,60.6,39.0,76.4,52.4,37.4,0.0,0.7,5.4,No,No,Low,0.0,Yes,Salle 11,212.0,54.1,1.0
ENSPD003134,Male,25.0,Mecanique,2,79.3,21.0,46.3,60.1,57.8,1.0,0.5,15.3,Yes,No,Middle,2.0,Yes,Salle 6,231.0,52.4,1.0
ENSPD003135,Male,24.0,Informatique,1,94.1,6.0,64.0,52.9,62.7,2.0,1.7,11.4,Yes,No,Middle,1.0,Yes,Salle 1,248.0,62.4,1.0
ENSPD003136,Female,26.0,Informatique,1,91.0,9.0,67.3,100.0,16.8,1.0,0.4,6.4,Yes,No,Low,3.0,Yes,Salle 23,248.0,56.7,1.0
ENSPD003137,Female,23.0,Chimie,2,74.0,26.0,65.3,71.2,91.8,0.0,1.0,10.3,Yes,Yes,Middle,0.0,Yes,Salle 3,119.0,73.7,1.0
ENSPD003138,Female,22.0,Chimie,1,62.9,37.0,82.5,98.0,39.2,0.0,2.0,13.9,Yes,No,Middle,0.0,Yes,Salle 7,96.0,62.1,1.0
ENSPD003139,Male,23.0,Energetique,2,88.1,12.0,64.2,88.9,60.3,2.0,0.7,6.9,Yes,Yes,High,0.0,Yes,Salle 6,71.0,65.8,1.0
ENSPD003140,Male,24.0,Chimie,4,98.1,2.0,71.4,50.5,74.7,2.0,0.9,4.7,Yes,No,High,1.0,Yes,Salle 10,93.0,65.7,1.0
ENSPD003141,Male,20.0,Mecanique,4,74.1,26.0,64.2,62.7,90.2,1.0,0.9,6.8,No,No,Low,0.0,Yes,Salle 15,178.0,70.8,1.0
ENSPD003142,Female,21.0,Informatique,3,72.4,28.0,74.2,54.2,48.2,0.0,1.2,9.0,Yes,No,Middle,0.0,Yes,Salle 5,263.0,56.9,1.0
ENSPD003143,Female,21.0,Energetique,4,75.7,24.0,85.9,59.1,13.8,4.0,2.2,11.5,Yes,No,Low,2.0,No,Salle 12,70.0,50.9,1.0
