student_id,gender,age,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed,ratio_presence_note,participation_projets_ponderee,moyenne_filiere,gender_encoded,scholarship_encoded,lab_access_encoded,supervisor_assigned_encoded,filiere_Electrique,filiere_Energetique,filiere_GenieCivil,filiere_Informatique,filiere_Mecanique,filiere_Telecom
ENSPD001856,Male,21.0,2,0.864696734059098,9.0,0.7338530066815144,0.6970000000000001,0.627,1.0,0.2,2.9,Yes,No,Low,0.0,Yes,Salle 30,177.0,0.5694444444444444,1.0,0.31644897036512265,0.18259999999999998,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD001857,Female,23.0,3,0.6998444790046657,19.0,0.579064587973274,0.679,1.0,0.0,0.3,11.5,No,Yes,Low,1.0,Yes,Salle 3,212.0,0.7527777777777778,1.0,0.19289377089143175,0.0,61.916933638443936,0,1,1,0,False,False,False,False,True,False
ENSPD001858,Male,21.0,2,0.7620528771384137,15.0,0.534521158129176,0.341,0.7320000000000001,1.0,0.5,7.5,No,No,Middle,0.0,Yes,Salle 15,177.0,0.525,1.0,0.3055112151382079,0.16940000000000002,61.453713527851455,1,0,1,0,False,False,True,False,False,False
ENSPD001859,Female,23.0,4,0.749611197511664,16.0,0.7951002227171492,0.64,0.419,1.0,0.0,5.9,Yes,No,Middle,0.0,No,Salle 8,230.0,0.49583333333333335,1.0,0.31720753207288355,0.1678,61.36358885017421,0,0,0,1,False,False,False,True,False,False
ENSPD001860,Female,22.0,1,0.7169517884914464,18.0,0.5211581291759466,0.638,0.585,0.0,0.1,11.5,Yes,No,Middle,2.0,Yes,Salle 23,248.0,0.43194444444444435,1.0,0.34390495266436905,0.0,61.36358885017421,0,0,1,1,False,False,False,True,False,False
ENSPD001861,Female,21.0,1,0.9999999999999999,0.0,0.7583518930957683,0.516,0.6409999999999999,0.0,2.4,15.7,Yes,No,Middle,1.0,Yes,Salle 16,248.0,0.5986111111111111,1.0,0.34450729267608526,0.0,61.36358885017421,0,0,1,1,False,False,False,True,False,False
ENSPD001862,Female,26.0,1,0.5956454121306377,26.0,0.6113585746102449,0.564,0.657,0.0,1.9,12.7,Yes,Yes,High,0.0,Yes,Salle 15,248.0,0.6000000000000001,1.0,0.21627823685131362,0.0,61.36358885017421,0,1,1,1,False,False,False,True,False,False
ENSPD001863,Male,24.0,2,0.5940902021772939,26.0,0.7048997772828508,0.19100000000000003,0.89,1.0,5.8,28.1,No,No,High,3.0,No,Salle 26,177.0,0.49444444444444435,1.0,0.26262408771706836,0.14780000000000001,61.453713527851455,1,0,0,0,False,False,True,False,False,False
ENSPD001864,Male,22.0,1,0.8491446345256609,10.0,0.4020044543429844,0.42200000000000004,0.449,3.0,1.0,15.6,Yes,No,High,1.0,No,Salle 11,121.0,0.3041666666666667,0.0,0.5053224606592539,0.5418,61.59497568881685,1,0,0,1,False,False,False,False,False,True
ENSPD001865,Other,17.0,1,0.609642301710731,25.0,0.6146993318485524,0.7859999999999999,0.374,1.0,1.2,10.3,Yes,No,High,3.0,No,Salle 17,186.0,0.48611111111111116,1.0,0.27243695283674363,0.14980000000000002,61.916933638443936,2,0,0,1,False,False,False,False,True,False
ENSPD001866,Female,21.0,4,0.6656298600311042,22.0,0.6113585746102449,0.932,0.76,2.0,0.1,0.9,Yes,No,Middle,1.0,Yes,Salle 5,70.0,0.6638888888888889,1.0,0.21340523817695825,0.314,60.567119565217396,0,0,1,1,False,True,False,False,False,False
ENSPD001867,Male,27.0,1,0.5178849144634526,31.0,0.5278396436525613,0.45,0.539,2.0,0.3,8.2,Yes,No,Middle,1.0,Yes,Salle 29,83.0,0.2847222222222222,0.0,0.36751064727260796,0.276,60.567119565217396,1,0,1,1,False,True,False,False,False,False
ENSPD001868,Male,22.0,5,0.7231726283048211,12.0,0.6336302895322939,0.653,1.0,1.0,2.4,13.1,Yes,No,High,0.0,Yes,Salle 16,40.0,0.8236111111111111,1.0,0.177828134846193,0.16440000000000002,60.567119565217396,1,0,1,1,False,True,False,False,False,False
ENSPD001869,Male,24.0,2,0.8149300155520994,12.0,0.7383073496659243,0.818,0.8290000000000001,4.0,0.5,2.9,Yes,No,Middle,1.0,Yes,Salle 19,161.0,0.7527777777777778,1.0,0.2240223876288487,0.7048,61.59497568881685,1,0,1,1,False,False,False,False,False,True
ENSPD001870,Female,25.0,3,0.6609642301710731,22.0,0.5334075723830736,0.526,0.535,1.0,3.0,14.1,Yes,No,Middle,0.0,Yes,Salle 9,212.0,0.44166666666666665,1.0,0.3163512172087225,0.1564,61.916933638443936,0,0,1,1,False,False,False,False,True,False
ENSPD001871,Female,22.0,2,0.8538102643856921,9.0,0.5812917594654788,0.742,0.883,0.0,2.4,19.0,Yes,No,Middle,0.0,No,Salle 30,298.0,0.6819444444444445,1.0,0.2614224551694817,0.0,61.36358885017421,0,0,0,1,False,False,False,True,False,False
ENSPD001872,Male,20.0,2,0.3732503888024883,40.0,0.5701559020044543,0.614,0.7859999999999999,2.0,2.8,12.1,Yes,No,Middle,1.0,Yes,Salle 20,185.0,0.5305555555555556,1.0,0.169997414354052,0.2388,61.800132802124836,1,0,1,1,True,False,False,False,False,False
ENSPD001873,Male,17.0,3,0.5878693623639192,26.0,0.8051224944320713,0.8340000000000001,0.767,0.0,2.3,10.3,Yes,No,Middle,1.0,Yes,Salle 12,188.0,0.8347222222222221,1.0,0.14070756310762347,0.0,61.800132802124836,1,0,1,1,True,False,False,False,False,False
ENSPD001874,Female,23.0,3,0.6889580093312596,20.0,0.566815144766147,0.389,0.616,1.0,2.5,15.3,No,No,Middle,0.0,No,Salle 28,154.0,0.4388888888888889,1.0,0.3287352461652361,0.16,61.59497568881685,0,0,0,0,False,False,False,False,False,True
ENSPD001875,Female,20.0,4,0.500777604976672,32.0,0.40423162583518935,0.42100000000000004,0.7240000000000001,1.0,1.6,10.1,Yes,No,Low,3.0,Yes,Salle 11,70.0,0.42499999999999993,1.0,0.2643428834779745,0.1358,60.567119565217396,0,0,1,1,False,True,False,False,False,False
ENSPD001876,Male,22.0,4,0.3934681181959564,39.0,0.34743875278396436,0.67,0.219,1.0,2.3,10.3,Yes,No,Middle,1.0,Yes,Salle 2,173.0,0.18333333333333335,0.0,0.3990525939613847,0.122,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD001877,Female,20.0,3,0.6625194401244167,22.0,0.6703786191536749,0.637,0.903,4.0,1.5,14.7,Yes,No,Middle,2.0,Yes,Salle 21,212.0,0.75,1.0,0.18365130479049183,0.6264,61.916933638443936,0,0,1,1,False,False,False,False,True,False
ENSPD001878,Male,21.0,2,0.8491446345256609,10.0,0.4832962138084633,0.61,0.0,2.0,0.5,5.3,No,No,High,2.0,No,Salle 17,298.0,0.1652777777777778,0.0,0.6910485829591742,0.3612,61.36358885017421,1,0,0,0,False,False,False,True,False,False
ENSPD001879,Male,22.0,4,0.9595645412130639,3.0,0.7216035634743876,0.7240000000000001,0.552,3.0,0.5,1.8,Yes,No,Middle,2.0,No,Salle 1,230.0,0.6361111111111111,1.0,0.31302242432928784,0.5844000000000001,61.36358885017421,1,0,0,1,False,False,False,True,False,False
ENSPD001880,Male,23.0,3,0.6174183514774495,25.0,0.38752783964365256,0.452,0.321,2.0,1.0,10.2,Yes,No,High,0.0,Yes,Salle 7,185.0,0.17361111111111116,0.0,0.5410809962108871,0.30160000000000003,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD001881,Female,20.0,5,0.8569206842923794,9.0,0.5200445434298441,0.374,0.54,1.0,0.0,8.3,Yes,No,Middle,0.0,Yes,Salle 26,80.0,0.4013888888888889,1.0,0.4208599461307151,0.1816,61.800132802124836,0,0,1,1,True,False,False,False,False,False
ENSPD001882,Female,24.0,4,0.838258164852255,10.0,0.6113585746102449,0.53,0.625,2.0,4.4,24.5,No,No,High,2.0,Yes,Salle 22,121.0,0.38611111111111107,1.0,0.4254378617092732,0.3584,61.59497568881685,0,0,1,0,False,False,False,False,False,True
ENSPD001883,Female,21.0,1,0.947122861586314,3.0,0.6826280623608018,0.55,0.401,1.0,0.6,10.0,No,Yes,Middle,0.0,Yes,Salle 4,149.0,0.3652777777777778,0.0,0.48881443965525007,0.19319999999999998,61.453713527851455,0,1,1,0,False,False,True,False,False,False
ENSPD001884,Female,19.0,2,0.6547433903576981,22.0,0.7182628062360802,0.569,0.085,2.0,0.1,8.0,Yes,No,Middle,0.0,No,Salle 15,161.0,0.3277777777777777,0.0,0.3946796440606023,0.3112,61.59497568881685,0,0,0,1,False,False,False,False,False,True
ENSPD001885,Male,22.0,3,0.3841368584758942,40.0,0.6670378619153674,0.848,0.6809999999999999,0.0,1.1,8.3,No,Yes,Middle,0.0,No,Salle 23,188.0,0.6833333333333333,1.0,0.12504714248491525,0.0,61.800132802124836,1,1,0,0,True,False,False,False,False,False
ENSPD001886,Male,22.0,4,0.7325038880248832,17.0,0.42873051224944325,0.7590000000000001,1.0,1.0,3.4,16.7,Yes,Yes,Low,2.0,Yes,Salle 30,121.0,0.7416666666666665,1.0,0.20536520655560883,0.1656,61.59497568881685,1,1,1,1,False,False,False,False,False,True
ENSPD001887,Male,22.0,3,0.5303265940902021,30.0,0.4855233853006682,0.716,0.5700000000000001,0.0,1.4,6.3,Yes,No,Low,2.0,Yes,Salle 25,263.0,0.5013888888888889,1.0,0.23666265376194154,0.0,61.36358885017421,1,0,1,1,False,False,False,True,False,False
ENSPD001888,Male,25.0,4,0.5847589424572316,27.0,0.6492204899777283,0.66,0.635,0.0,0.6,7.4,No,No,Middle,1.0,Yes,Salle 29,121.0,0.6041666666666667,1.0,0.21122923643648453,0.0,61.59497568881685,1,0,1,0,False,False,False,False,False,True
ENSPD001889,Female,22.0,2,0.6640746500777605,22.0,0.32850779510022277,0.542,0.941,0.0,1.6,4.9,Yes,No,Middle,5.0,Yes,Salle 25,185.0,0.6027777777777776,1.0,0.23669893462515454,0.0,61.800132802124836,0,0,1,1,True,False,False,False,False,False
ENSPD001890,Other,22.0,1,0.6562986003110421,22.0,0.5701559020044543,0.466,0.26,0.0,1.7,7.2,Yes,Yes,Middle,1.0,No,Salle 4,248.0,0.2236111111111111,0.0,0.4988012280675125,0.0,61.36358885017421,2,1,0,1,False,False,False,True,False,False
ENSPD001891,Male,20.0,1,0.7465007776049767,16.0,0.8641425389755011,0.405,0.635,1.0,2.8,21.5,No,No,Middle,0.0,Yes,Salle 20,248.0,0.5597222222222222,1.0,0.28258511448792056,0.16740000000000002,61.36358885017421,1,0,1,0,False,False,False,True,False,False
ENSPD001892,Male,24.0,3,0.8506998444790047,10.0,0.5801781737193764,0.495,0.385,0.0,3.2,21.4,Yes,No,Middle,3.0,Yes,Salle 3,154.0,0.3472222222222222,0.0,0.4640708580597849,0.0,61.59497568881685,1,0,1,1,False,False,False,False,False,True
ENSPD001893,Female,22.0,3,0.6516329704510108,22.0,0.3619153674832963,0.612,0.479,2.0,2.4,11.5,Yes,Yes,Middle,0.0,Yes,Salle 28,263.0,0.35277777777777775,0.0,0.37329325721639595,0.3104,61.36358885017421,0,1,1,1,False,False,False,True,False,False
ENSPD001894,Male,21.0,2,0.7931570762052876,13.0,0.5089086859688196,0.41200000000000003,0.98,0.0,0.0,11.1,No,No,Low,2.0,Yes,Salle 19,177.0,0.6138888888888889,1.0,0.27224439908078635,0.0,61.453713527851455,1,0,1,0,False,False,True,False,False,False
ENSPD001895,Male,18.0,3,0.7231726283048211,18.0,0.5044543429844098,0.6509999999999999,0.685,2.0,0.0,6.5,Yes,Yes,Middle,2.0,No,Salle 21,212.0,0.4805555555555555,1.0,0.31645773655195064,0.32880000000000004,61.916933638443936,1,1,0,1,False,False,False,False,True,False
ENSPD001896,Female,25.0,1,0.8942457231726283,7.0,0.9677060133630289,0.585,0.798,1.0,7.6,35.5,Yes,No,Middle,1.0,Yes,Salle 20,143.0,0.7611111111111111,1.0,0.24246010715995817,0.1864,61.800132802124836,0,0,1,1,True,False,False,False,False,False
ENSPD001897,Female,20.0,1,0.6842923794712287,20.0,0.888641425389755,0.616,0.631,2.0,0.6,2.0,Yes,No,Low,1.0,Yes,Salle 15,121.0,0.5805555555555555,1.0,0.2526451732374452,0.31880000000000003,61.59497568881685,0,0,1,1,False,False,False,False,False,True
ENSPD001898,Male,21.0,3,0.7060653188180402,19.0,0.732739420935412,0.8290000000000001,0.39799999999999996,1.0,0.7,6.7,Yes,No,Middle,1.0,Yes,Salle 26,212.0,0.5458333333333333,1.0,0.2759072164682582,0.16219999999999998,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD001899,Male,23.0,2,0.6500777604976672,22.0,0.5534521158129176,0.177,0.7759999999999999,1.0,2.6,19.3,Yes,No,Middle,2.0,Yes,Salle 1,177.0,0.32638888888888895,0.0,0.3937470755618394,0.155,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD001900,Female,20.0,3,0.6905132192846034,20.0,0.6113585746102449,0.551,0.891,1.0,1.7,14.0,Yes,No,Middle,0.0,No,Salle 28,104.0,0.7819444444444443,1.0,0.18146936330832578,0.16019999999999998,60.567119565217396,0,0,0,1,False,True,False,False,False,False
ENSPD001901,Male,19.0,4,0.5738724727838257,27.0,0.42093541202672613,0.197,0.703,2.0,1.2,11.5,Yes,No,Middle,1.0,Yes,Salle 5,93.0,0.34444444444444444,0.0,0.3458761601915157,0.2904,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD001902,Male,18.0,4,0.5552099533437015,29.0,0.7895322939866369,0.663,0.738,2.0,0.2,5.9,No,No,Middle,0.0,Yes,Salle 15,121.0,0.638888888888889,1.0,0.18936316494352193,0.2856,61.59497568881685,1,0,1,0,False,False,False,False,False,True
ENSPD001903,Female,23.0,1,0.864696734059098,9.0,0.7650334075723831,0.757,0.39299999999999996,1.0,0.2,0.0,Yes,No,Low,2.0,Yes,Salle 6,149.0,0.49444444444444435,1.0,0.35897170254502264,0.18259999999999998,61.453713527851455,0,0,1,1,False,False,True,False,False,False
ENSPD001904,Male,21.0,3,0.5178849144634526,31.0,0.5846325167037862,0.37700000000000006,0.7809999999999999,2.0,2.4,16.1,Yes,No,Low,1.0,Yes,Salle 2,212.0,0.5333333333333333,1.0,0.2181249831654379,0.276,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD001905,Female,28.0,4,0.6609642301710731,22.0,0.8006681514476615,0.4,0.909,2.0,0.3,11.5,Yes,No,Middle,1.0,Yes,Salle 1,173.0,0.6000000000000001,1.0,0.23687269002701347,0.3128,61.453713527851455,0,0,1,1,False,False,True,False,False,False
ENSPD001906,Male,20.0,4,0.9097978227060654,6.0,0.5356347438752784,0.314,0.721,1.0,1.1,7.5,No,Yes,Low,0.0,Yes,Salle 21,93.0,0.4180555555555555,1.0,0.42885389260012163,0.1884,61.93600823045268,1,1,1,0,False,False,False,False,False,False
ENSPD001907,Female,20.0,4,0.6547433903576981,22.0,0.3986636971046771,0.631,0.281,1.0,2.7,19.4,No,No,Middle,2.0,No,Salle 11,230.0,0.2416666666666667,0.0,0.4773344897633788,0.1556,61.36358885017421,0,0,0,0,False,False,False,True,False,False
ENSPD001908,Male,21.0,2,0.8740279937791603,8.0,0.7739420935412027,0.559,0.9670000000000001,2.0,5.1,32.1,Yes,No,Middle,2.0,Yes,Salle 15,231.0,0.7388888888888889,1.0,0.24506734927264348,0.36760000000000004,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD001909,Male,22.0,1,0.609642301710731,25.0,0.5957683741648108,0.5700000000000001,0.451,1.0,4.1,17.3,Yes,Yes,Middle,0.0,Yes,Salle 7,248.0,0.38750000000000007,1.0,0.3306560198575125,0.14980000000000002,61.36358885017421,1,1,1,1,False,False,False,True,False,False
ENSPD001910,Male,21.0,3,0.7231726283048211,31.0,0.7104677060133631,0.554,0.718,2.0,4.0,22.6,Yes,No,Middle,2.0,No,Salle 25,185.0,0.5361111111111111,1.0,0.28648789344729486,0.32880000000000004,61.453713527851455,1,0,0,1,False,False,True,False,False,False
ENSPD001911,Male,23.0,4,0.4230171073094867,37.0,0.9142538975501113,0.445,0.831,2.0,0.9,14.9,Yes,No,Low,1.0,Yes,Salle 12,121.0,0.6069444444444445,1.0,0.15954490907245658,0.2516,61.59497568881685,1,0,1,1,False,False,False,False,False,True
ENSPD001912,Female,20.0,2,0.9657853810264384,2.0,0.489977728285078,0.8240000000000001,0.635,2.0,5.2,26.2,No,No,Middle,1.0,Yes,Salle 1,298.0,0.7555555555555555,1.0,0.26376579931328037,0.3912,61.36358885017421,0,0,1,0,False,False,False,True,False,False
ENSPD001913,Other,19.0,1,0.5085536547433903,32.0,0.5857461024498887,0.669,0.28,0.0,2.3,11.7,Yes,Yes,Low,0.0,Yes,Salle 19,143.0,0.3833333333333333,1.0,0.2918143774182822,0.0,61.800132802124836,2,1,1,1,True,False,False,False,False,False
ENSPD001914,Male,18.0,4,0.8600311041990668,9.0,0.8719376391982183,0.40700000000000003,0.663,0.0,4.4,30.0,Yes,No,Low,0.0,Yes,Salle 22,70.0,0.6041666666666667,1.0,0.2976297823946905,0.0,60.567119565217396,1,0,1,1,False,True,False,False,False,False
ENSPD001915,Male,18.0,2,0.5334370139968895,30.0,0.7216035634743876,0.494,0.65,2.0,0.2,9.8,Yes,No,Low,2.0,No,Salle 26,231.0,0.4986111111111111,1.0,0.23906139316980726,0.28,61.916933638443936,1,0,0,1,False,False,False,False,True,False
ENSPD001916,Female,21.0,1,0.9657853810264384,2.0,0.4933184855233853,0.46299999999999997,0.9279999999999999,2.0,0.1,5.7,Yes,No,Middle,1.0,Yes,Salle 6,143.0,0.6027777777777776,1.0,0.3315400286291853,0.3912,61.800132802124836,0,0,1,1,True,False,False,False,False,False
ENSPD001917,Female,21.0,1,0.9999999999999999,0.0,0.4510022271714923,0.873,0.7320000000000001,2.0,1.1,3.3,No,No,Low,0.0,Yes,Salle 28,83.0,0.6305555555555554,1.0,0.3280423894474116,0.4,60.567119565217396,0,0,1,0,False,True,False,False,False,False
ENSPD001918,Female,21.0,2,0.405909797822706,38.0,0.522271714922049,0.748,0.93,2.0,3.5,17.6,Yes,No,High,1.0,No,Salle 29,71.0,0.7,1.0,0.12681175769915595,0.2472,60.567119565217396,0,0,0,1,False,True,False,False,False,False
ENSPD001919,Male,24.0,3,0.5178849144634526,31.0,0.4866369710467706,0.5970000000000001,0.635,3.0,1.4,6.5,Yes,No,Low,1.0,Yes,Salle 26,212.0,0.5513888888888888,1.0,0.2105874356077104,0.41400000000000003,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD001920,Male,24.0,2,0.864696734059098,9.0,0.6503340757238307,0.927,0.625,1.0,4.3,15.3,Yes,Yes,Middle,0.0,Yes,Salle 2,298.0,0.6180555555555556,1.0,0.29251117705509966,0.18259999999999998,61.36358885017421,1,1,1,1,False,False,False,True,False,False
ENSPD001921,Female,21.0,1,0.8164852255054432,12.0,0.623608017817372,0.881,0.679,1.0,0.5,12.4,Yes,No,Middle,0.0,No,Salle 15,248.0,0.6861111111111111,1.0,0.24897325339504464,0.1764,61.36358885017421,0,0,0,1,False,False,False,True,False,False
ENSPD001922,Male,18.0,1,0.864696734059098,9.0,0.6570155902004455,0.578,0.9450000000000001,3.0,0.1,7.7,Yes,Yes,Middle,1.0,Yes,Salle 14,143.0,0.7277777777777776,1.0,0.2466276914309836,0.5478,61.800132802124836,1,1,1,1,True,False,False,False,False,False
ENSPD001923,Female,21.0,2,0.6127527216174183,25.0,0.46993318485523383,0.546,0.381,2.0,2.9,13.8,No,No,Middle,0.0,Yes,Salle 8,119.0,0.34444444444444444,0.0,0.3628338934742672,0.3004,61.93600823045268,0,0,1,0,False,False,False,False,False,False
ENSPD001924,Male,21.0,3,0.9999999999999999,0.0,0.5979955456570156,0.555,0.821,0.0,2.0,10.7,No,No,Low,1.0,Yes,Salle 3,188.0,0.6069444444444445,1.0,0.34010295515491884,0.0,61.800132802124836,1,0,1,0,True,False,False,False,False,False
ENSPD001925,Female,21.0,1,0.7418351477449457,17.0,0.267260579064588,0.449,0.514,1.0,1.2,8.0,No,No,Middle,1.0,No,Salle 18,186.0,0.2333333333333334,0.0,0.5322755361500286,0.1668,61.916933638443936,0,0,0,0,False,False,False,False,True,False
ENSPD001926,Male,21.0,3,0.4930015552099535,33.0,0.6347438752783965,0.932,0.47200000000000003,0.0,3.7,15.8,Yes,No,Middle,2.0,Yes,Salle 13,263.0,0.5513888888888888,1.0,0.2023053753190774,0.0,61.36358885017421,1,0,1,1,False,False,False,True,False,False
ENSPD001927,Female,21.0,1,0.6734059097978228,21.0,0.8062360801781737,0.439,0.845,4.0,3.5,30.4,No,No,Middle,0.0,Yes,Salle 21,143.0,0.6819444444444445,1.0,0.20918418931622326,0.632,61.800132802124836,0,0,1,0,True,False,False,False,False,False
ENSPD001928,Male,21.0,1,0.4961119751166406,32.0,0.3719376391982183,0.7759999999999999,0.46299999999999997,0.0,0.8,5.3,Yes,No,High,0.0,Yes,Salle 9,149.0,0.38055555555555554,1.0,0.2883995030114147,0.0,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD001929,Female,21.0,1,0.9999999999999999,0.0,0.6915367483296213,0.616,0.715,1.0,3.6,18.1,Yes,No,Low,1.0,No,Salle 26,96.0,0.6277777777777779,1.0,0.3294301635245994,0.2,61.93600823045268,0,0,0,1,False,False,False,False,False,False
ENSPD001930,Male,22.0,1,0.5972006220839813,26.0,0.6113585746102449,0.5650000000000001,0.542,1.0,0.8,5.4,Yes,No,Middle,1.0,Yes,Salle 25,149.0,0.35416666666666674,0.0,0.34882618049167313,0.1482,61.453713527851455,1,0,1,1,False,False,True,False,False,False
ENSPD001931,Male,23.0,3,0.8118195956454123,12.0,0.7438752783964365,0.946,0.16899999999999998,1.0,1.4,5.4,No,Yes,Middle,2.0,Yes,Salle 4,212.0,0.4722222222222222,1.0,0.35375974415012357,0.1758,61.916933638443936,1,1,1,0,False,False,False,False,True,False
ENSPD001932,Male,20.0,2,0.6329704510108866,24.0,0.6369710467706015,0.33899999999999997,0.736,0.0,0.4,1.7,Yes,No,Middle,1.0,Yes,Salle 3,231.0,0.49722222222222223,1.0,0.2750330901348319,0.0,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD001933,Male,25.0,4,0.6049766718506998,25.0,0.6781737193763919,0.606,0.665,1.0,0.6,11.6,Yes,No,Middle,1.0,Yes,Salle 4,230.0,0.6347222222222223,1.0,0.20594756346155066,0.1492,61.36358885017421,1,0,1,1,False,False,False,True,False,False
ENSPD001934,Female,20.0,1,0.7231726283048211,41.0,0.6213808463251671,0.532,0.258,2.0,1.2,8.5,No,Yes,Low,2.0,Yes,Salle 13,186.0,0.2777777777777778,0.0,0.47294609391613807,0.32880000000000004,61.916933638443936,0,1,1,0,False,False,False,False,True,False
ENSPD001935,Female,19.0,1,0.8320373250388803,11.0,0.8318485523385302,0.793,0.5,1.0,0.8,9.9,No,No,High,1.0,Yes,Salle 21,248.0,0.6416666666666667,1.0,0.2719033291055609,0.1784,61.36358885017421,0,0,1,0,False,False,False,True,False,False
ENSPD001936,Female,23.0,2,0.962674961119751,2.0,0.6681514476614699,0.684,0.27899999999999997,4.0,0.3,8.0,No,No,Low,3.0,Yes,Salle 29,231.0,0.4208333333333333,1.0,0.44739435638574054,0.7807999999999999,61.916933638443936,0,0,1,0,False,False,False,False,True,False
ENSPD001937,Male,20.0,4,0.5489891135303265,29.0,0.4922048997772829,0.309,0.7859999999999999,2.0,1.3,11.5,Yes,No,Low,1.0,Yes,Salle 23,230.0,0.44444444444444453,1.0,0.272205879849183,0.28400000000000003,61.36358885017421,1,0,1,1,False,False,False,True,False,False
ENSPD001938,Female,23.0,2,0.43234836702954893,36.0,0.6269487750556793,0.843,0.918,1.0,1.4,11.5,Yes,No,Middle,0.0,Yes,Salle 24,298.0,0.7694444444444444,1.0,0.11646264539583531,0.127,61.36358885017421,0,0,1,1,False,False,False,True,False,False
ENSPD001939,Male,17.0,2,0.8693623639191289,8.0,0.5489977728285078,0.7070000000000001,0.81,2.0,0.3,11.5,Yes,Yes,Middle,4.0,No,Salle 29,119.0,0.5916666666666666,1.0,0.3066744421930204,0.3664,61.93600823045268,1,1,0,1,False,False,False,False,False,False
ENSPD001940,Male,25.0,2,0.41213063763608093,38.0,0.6369710467706015,0.434,0.838,1.0,0.4,10.3,Yes,No,Middle,0.0,Yes,Salle 23,231.0,0.5694444444444444,1.0,0.1688691380003133,0.12440000000000001,61.916933638443936,1,0,1,1,False,False,False,False,True,False
ENSPD001941,Male,23.0,1,0.947122861586314,3.0,0.5400890868596883,0.557,0.536,2.0,1.4,7.3,Yes,No,Middle,1.0,Yes,Salle 2,143.0,0.44861111111111107,1.0,0.4201235488974099,0.38639999999999997,61.800132802124836,1,0,1,1,True,False,False,False,False,False
ENSPD001942,Male,19.0,5,0.5505443234836701,29.0,0.4966592427616926,0.386,0.7490000000000001,1.0,0.1,6.4,Yes,No,Middle,0.0,Yes,Salle 24,48.0,0.5222222222222221,1.0,0.23416934017145688,0.1422,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD001943,Female,19.0,3,0.514774494556765,31.0,0.643652561247216,0.589,0.635,0.0,0.9,3.1,No,No,Middle,1.0,No,Salle 10,188.0,0.5361111111111111,1.0,0.21589103548690267,0.0,61.800132802124836,0,0,0,0,True,False,False,False,False,False
ENSPD001944,Female,25.0,4,0.7667185069984447,15.0,0.6191536748329621,0.616,0.677,1.0,0.3,9.5,Yes,No,Middle,1.0,Yes,Salle 7,70.0,0.5652777777777778,1.0,0.286522523877789,0.17,60.567119565217396,0,0,1,1,False,True,False,False,False,False
ENSPD001945,Female,21.0,3,0.525660964230171,30.0,0.7884187082405345,0.56,0.831,1.0,5.0,24.5,Yes,No,Low,1.0,Yes,Salle 5,263.0,0.5944444444444444,1.0,0.1962781398756834,0.139,61.36358885017421,0,0,1,1,False,False,False,True,False,False
ENSPD001946,Male,20.0,3,0.5878693623639192,26.0,0.5412026726057906,0.539,0.875,2.0,0.4,3.4,Yes,No,Low,1.0,Yes,Salle 26,130.0,0.625,1.0,0.20431441682293675,0.294,61.93600823045268,1,0,1,1,False,False,False,False,False,False
ENSPD001947,Male,17.0,1,0.7853810264385693,14.0,0.2795100222717149,0.33,0.562,3.0,0.1,1.3,Yes,Yes,Middle,3.0,Yes,Salle 20,83.0,0.3055555555555556,0.0,0.47434673898076507,0.5172000000000001,60.567119565217396,1,1,1,1,False,True,False,False,False,False
ENSPD001948,Male,21.0,3,0.2674961119751166,47.0,0.5489977728285078,0.6809999999999999,0.358,4.0,1.4,12.9,Yes,No,Middle,0.0,Yes,Salle 3,154.0,0.38194444444444453,1.0,0.19314016814000914,0.4232,61.59497568881685,1,0,1,1,False,False,False,False,False,True
ENSPD001949,Male,22.0,1,0.9999999999999999,0.0,0.3385300668151448,0.616,0.603,0.0,0.4,1.0,Yes,Yes,Middle,2.0,Yes,Salle 27,248.0,0.3736111111111111,1.0,0.5033007949858436,0.0,61.36358885017421,1,1,1,1,False,False,False,True,False,False
ENSPD001950,Male,23.0,2,0.7278382581648523,18.0,0.6792873051224945,0.626,0.596,2.0,0.1,3.8,Yes,No,Low,1.0,Yes,Salle 26,231.0,0.4930555555555556,1.0,0.31102240235448697,0.33,61.916933638443936,1,0,1,1,False,False,False,False,True,False
