gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size
Male,20.0,Informatique,2,74.0,26.0,59.6,34.1,65.0,0.0,3.7,18.1,Yes,No,Middle,1.0,Yes,Salle 22,298.0
Male,20.0,Informatique,2,78.0,22.0,83.2,74.7,46.7,1.0,1.4,13.6,Yes,No,Middle,1.0,Yes,Salle 26,298.0
Female,26.0,Informatique,2,79.7,20.0,63.6,17.8,78.9,2.0,0.3,9.8,Yes,No,Low,1.0,Yes,Salle 9,298.0
Male,23.0,Energetique,5,84.7,15.0,80.5,76.2,48.5,1.0,0.7,5.6,No,Yes,High,0.0,Yes,Salle 10,40.0
Female,22.0,Informatique,1,59.0,41.0,89.5,58.2,100.0,3.0,1.2,10.5,Yes,No,Middle,0.0,Yes,Salle 25,248.0
Male,23.0,Electrique,3,84.5,16.0,66.8,57.2,91.2,2.0,2.8,12.0,No,No,Middle,0.0,Yes,Salle 3,188.0
Female,22.0,Informatique,4,74.6,25.0,71.7,62.3,69.0,1.0,0.0,6.5,No,No,Low,0.0,No,Salle 6,230.0
Male,25.0,GenieCivil,1,61.4,39.0,65.0,35.8,20.3,1.0,1.4,11.5,Yes,No,Middle,1.0,Yes,Salle 14,149.0
Male,20.0,Chimie,1,97.7,2.0,36.8,58.0,46.4,1.0,6.3,28.9,Yes,Yes,Middle,1.0,Yes,Salle 19,96.0
Female,25.0,Informatique,1,82.2,18.0,62.3,50.8,74.4,3.0,1.3,10.9,Yes,No,Middle,1.0,No,Salle 11,248.0
Male,19.0,Informatique,2,100.0,0.0,52.2,38.3,63.5,2.0,1.4,2.3,Yes,No,Low,0.0,Yes,Salle 30,298.0
Male,21.0,Electrique,1,87.7,12.0,98.5,88.1,58.1,0.0,0.9,11.5,Yes,No,Middle,0.0,Yes,Salle 28,143.0
Male,20.0,Chimie,1,69.2,31.0,63.4,62.2,20.3,1.0,1.6,9.1,Yes,No,High,1.0,Yes,Salle 1,96.0
Female,20.0,Informatique,2,91.2,9.0,95.3,56.9,96.9,2.0,2.4,16.5,No,No,Middle,3.0,No,Salle 20,298.0
Male,24.0,Electrique,4,84.0,16.0,74.8,77.4,31.2,2.0,2.0,14.2,No,No,Middle,3.0,No,Salle 19,157.0
Female,23.0,Informatique,1,86.5,14.0,96.9,66.9,25.1,1.0,0.1,0.0,Yes,No,High,2.0,Yes,Salle 10,248.0
Male,23.0,Telecom,1,82.2,26.0,67.6,32.4,83.3,0.0,5.6,31.6,No,No,Middle,2.0,Yes,Salle 28,121.0
Male,25.0,Mecanique,3,80.4,20.0,67.6,100.0,60.2,1.0,0.6,2.1,No,No,Low,1.0,Yes,Salle 20,212.0
Female,22.0,Chimie,3,79.9,20.0,63.4,61.6,63.5,0.0,0.3,1.8,No,No,Middle,2.0,No,Salle 7,130.0
Female,26.0,GenieCivil,4,59.6,40.0,57.1,46.2,65.3,2.0,1.3,11.5,Yes,No,Low,0.0,Yes,Salle 27,173.0
Female,22.0,GenieCivil,1,87.5,12.0,57.6,85.1,66.4,1.0,0.3,6.8,No,No,Middle,2.0,Yes,Salle 27,149.0
Male,23.0,Mecanique,1,95.7,4.0,91.7,77.8,72.8,2.0,0.2,7.9,Yes,No,Middle,1.0,Yes,Salle 6,186.0
Male,23.0,Informatique,5,76.3,24.0,57.0,98.9,40.2,2.0,0.1,11.5,No,No,Middle,1.0,No,Salle 5,109.0
Female,18.0,Electrique,2,73.5,26.0,100.0,70.5,32.5,0.0,0.8,7.6,Yes,Yes,Middle,1.0,Yes,Salle 7,185.0
Male,22.0,Informatique,3,80.3,20.0,67.5,56.2,43.4,0.0,0.1,11.5,No,No,Middle,0.0,Yes,Salle 21,263.0
Female,21.0,GenieCivil,4,100.0,0.0,71.4,61.6,96.9,3.0,0.6,9.3,Yes,Yes,High,1.0,Yes,Salle 18,173.0
Female,27.0,Informatique,3,70.2,30.0,87.2,74.8,68.9,2.0,1.2,10.4,Yes,Yes,Middle,2.0,Yes,Salle 9,263.0
Male,20.0,Mecanique,1,52.2,48.0,63.0,45.4,90.6,2.0,0.6,10.6,No,No,Middle,0.0,Yes,Salle 15,186.0
Male,21.0,Telecom,2,100.0,0.0,62.9,38.2,75.3,3.0,1.2,4.0,Yes,No,Middle,1.0,Yes,Salle 24,161.0
Female,25.0,Electrique,5,94.6,5.0,83.5,64.0,54.4,2.0,0.3,11.5,Yes,No,Low,5.0,No,Salle 14,80.0
Other,17.0,Mecanique,3,67.8,32.0,69.0,54.4,74.0,1.0,2.4,13.1,No,No,Middle,1.0,Yes,Salle 25,212.0
Male,20.0,Informatique,3,90.2,10.0,49.4,42.4,53.6,2.0,1.6,14.6,No,No,Low,2.0,Yes,Salle 18,263.0
Male,23.0,GenieCivil,4,86.6,13.0,92.0,70.9,94.9,0.0,0.5,8.6,No,No,Low,0.0,Yes,Salle 3,173.0
Male,20.0,Informatique,3,84.6,15.0,50.5,46.9,34.9,2.0,2.5,18.2,Yes,No,Middle,1.0,Yes,Salle 10,263.0
Female,22.0,Energetique,1,92.7,7.0,74.8,73.2,84.3,4.0,0.5,15.8,Yes,No,Middle,0.0,Yes,Salle 16,83.0
Male,20.0,Electrique,3,68.9,31.0,81.5,72.6,53.6,0.0,4.3,26.4,No,No,Middle,2.0,Yes,Salle 21,188.0
Female,22.0,Mecanique,3,76.8,23.0,65.1,65.7,50.9,1.0,2.7,16.5,Yes,No,Low,2.0,Yes,Salle 18,212.0
Male,19.0,Mecanique,4,57.6,42.0,57.7,60.7,66.4,1.0,0.6,0.0,Yes,No,Middle,0.0,Yes,Salle 12,178.0
Female,23.0,Chimie,1,93.3,7.0,59.4,64.4,65.3,3.0,0.5,4.2,No,Yes,High,1.0,No,Salle 5,96.0
Male,18.0,Energetique,4,70.3,30.0,83.8,81.1,41.4,3.0,2.3,12.5,Yes,Yes,Middle,0.0,Yes,Salle 14,70.0
Male,21.0,GenieCivil,2,89.4,11.0,96.8,29.1,63.5,1.0,3.0,13.1,Yes,No,High,2.0,Yes,Salle 2,177.0
Female,19.0,GenieCivil,2,75.5,24.0,83.9,61.6,54.7,1.0,3.6,21.1,Yes,No,Middle,1.0,Yes,Salle 20,177.0
Female,24.0,Mecanique,5,96.7,3.0,61.7,70.2,100.0,1.0,1.4,16.0,No,No,High,1.0,No,Salle 13,67.0
Male,24.0,Electrique,4,72.8,27.0,67.2,63.0,31.5,3.0,3.7,16.2,Yes,No,Low,2.0,No,Salle 12,157.0
Female,24.0,Informatique,4,79.5,20.0,61.0,75.1,35.8,0.0,0.9,3.3,Yes,No,Middle,2.0,No,Salle 14,230.0
Male,20.0,GenieCivil,4,77.1,23.0,43.8,40.4,48.3,0.0,0.5,11.5,Yes,No,Low,1.0,Yes,Salle 27,173.0
Male,23.0,Informatique,4,100.0,0.0,79.3,63.1,40.2,1.0,0.1,11.5,Yes,No,Low,0.0,No,Salle 8,230.0
Female,23.0,Informatique,1,100.0,0.0,54.3,42.0,58.5,0.0,0.7,11.5,No,No,Middle,1.0,Yes,Salle 8,248.0
Female,24.0,Informatique,2,100.0,0.0,76.0,85.1,59.3,0.0,4.1,11.5,Yes,No,Low,1.0,Yes,Salle 25,298.0
Male,21.0,GenieCivil,4,77.3,23.0,57.7,84.8,68.4,3.0,0.0,0.0,No,Yes,Middle,1.0,Yes,Salle 26,173.0
Female,25.0,Chimie,3,88.5,12.0,86.1,95.5,44.7,1.0,1.4,11.5,Yes,No,High,1.0,Yes,Salle 2,130.0
Male,25.0,Energetique,2,66.0,34.0,63.4,47.7,66.6,1.0,2.9,11.5,No,Yes,Low,1.0,Yes,Salle 4,71.0
Male,27.0,Mecanique,3,82.2,24.0,45.1,79.2,72.8,3.0,2.4,14.5,No,No,Middle,1.0,Yes,Salle 19,212.0
Male,25.0,Electrique,4,83.9,16.0,60.8,55.2,72.2,1.0,5.1,18.9,Yes,No,Middle,1.0,No,Salle 21,157.0
Male,27.0,GenieCivil,1,71.5,28.0,42.5,98.8,40.4,5.0,2.4,12.1,No,No,Middle,1.0,Yes,Salle 20,149.0
Female,26.0,Informatique,2,82.4,18.0,64.0,70.8,54.7,1.0,1.1,8.4,No,No,Middle,1.0,No,Salle 2,298.0
Female,23.0,GenieCivil,1,79.3,21.0,35.9,27.7,74.0,0.0,1.1,11.5,No,No,Middle,1.0,No,Salle 9,149.0
Male,22.0,GenieCivil,4,85.9,14.0,49.2,72.9,67.2,2.0,3.9,23.9,Yes,No,Middle,0.0,Yes,Salle 11,173.0
Male,22.0,Telecom,4,68.4,32.0,88.5,79.4,64.1,1.0,0.4,10.2,Yes,Yes,Middle,2.0,Yes,Salle 15,121.0
Male,19.0,GenieCivil,3,84.4,16.0,55.1,68.8,71.7,1.0,1.4,19.9,No,No,Middle,2.0,Yes,Salle 8,185.0
Male,20.0,Informatique,2,83.7,16.0,63.9,57.6,83.7,1.0,1.7,14.1,Yes,No,Middle,0.0,Yes,Salle 27,298.0
Female,20.0,Chimie,3,63.2,37.0,64.0,43.9,49.2,1.0,0.1,4.9,Yes,No,Middle,0.0,No,Salle 19,130.0
Other,20.0,Electrique,2,62.2,38.0,49.1,85.1,46.2,0.0,0.0,6.7,Yes,No,Low,1.0,No,Salle 27,185.0
Female,20.0,Electrique,2,65.5,34.0,53.8,96.6,55.9,1.0,2.5,18.0,Yes,No,Middle,1.0,Yes,Salle 10,185.0
Female,25.0,Informatique,2,83.0,17.0,35.8,64.3,75.4,2.0,0.1,11.5,No,No,Middle,1.0,Yes,Salle 12,298.0
Female,22.0,GenieCivil,2,100.0,0.0,75.1,65.5,41.4,1.0,4.9,21.1,No,Yes,Middle,1.0,No,Salle 8,177.0
Female,23.0,Informatique,2,48.7,51.0,87.0,97.5,63.5,0.0,0.2,14.9,Yes,No,Middle,1.0,Yes,Salle 30,298.0
Male,26.0,Mecanique,2,83.6,16.0,64.2,49.5,61.2,0.0,0.1,9.1,Yes,No,Low,1.0,Yes,Salle 1,231.0
Female,21.0,Energetique,1,56.5,44.0,64.5,92.5,41.1,2.0,4.7,25.4,No,No,Low,1.0,No,Salle 23,83.0
Male,20.0,GenieCivil,3,90.1,10.0,85.0,58.5,66.1,3.0,5.3,27.9,No,No,Middle,2.0,Yes,Salle 10,185.0
Male,21.0,Chimie,1,70.8,29.0,58.5,51.4,70.9,1.0,0.9,9.2,Yes,No,Low,1.0,No,Salle 14,96.0
Female,22.0,Electrique,3,76.8,23.0,65.8,85.8,46.2,3.0,2.1,10.7,Yes,Yes,Middle,0.0,Yes,Salle 24,188.0
Female,20.0,Mecanique,3,91.8,8.0,65.1,54.3,61.4,2.0,0.7,5.9,Yes,No,High,2.0,Yes,Salle 4,212.0
Female,20.0,GenieCivil,5,83.7,16.0,61.3,55.2,89.7,1.0,5.3,25.0,Yes,No,Middle,1.0,Yes,Salle 18,70.0
Male,23.0,GenieCivil,1,71.1,29.0,64.5,98.8,79.8,2.0,1.0,9.3,No,No,Low,1.0,Yes,Salle 24,149.0
Female,21.0,Chimie,2,74.7,25.0,65.1,62.5,50.6,0.0,1.4,19.6,No,No,Low,2.0,Yes,Salle 18,119.0
Male,22.0,Mecanique,2,93.7,6.0,58.8,71.3,45.9,1.0,1.4,9.9,Yes,Yes,High,1.0,Yes,Salle 23,231.0
Female,21.0,Informatique,2,91.7,8.0,74.3,68.4,90.4,2.0,2.6,23.7,Yes,No,Middle,1.0,Yes,Salle 10,298.0
Male,24.0,GenieCivil,4,67.1,33.0,81.8,29.1,59.4,2.0,0.8,8.7,No,No,Middle,0.0,Yes,Salle 11,173.0
Male,24.0,Chimie,5,95.0,5.0,61.2,61.6,79.9,1.0,1.4,12.3,Yes,No,Middle,0.0,Yes,Salle 30,48.0
Female,21.0,Mecanique,3,97.4,3.0,70.5,44.8,63.2,3.0,1.0,7.9,Yes,No,Middle,3.0,Yes,Salle 2,212.0
Female,20.0,GenieCivil,2,82.2,24.0,92.3,82.3,76.5,1.0,3.1,18.4,Yes,No,Low,1.0,Yes,Salle 1,177.0
Male,19.0,Informatique,1,70.3,30.0,81.3,54.1,38.6,3.0,8.6,11.5,No,Yes,Low,1.0,Yes,Salle 21,248.0
Female,23.0,GenieCivil,5,91.6,8.0,86.8,58.8,37.3,1.0,1.7,16.1,No,No,Middle,1.0,Yes,Salle 4,70.0
Female,21.0,Electrique,3,81.0,19.0,69.4,84.9,68.3,0.0,0.3,6.7,Yes,No,High,1.0,No,Salle 15,188.0
Male,24.0,Telecom,5,100.0,0.0,70.6,56.3,100.0,1.0,2.4,17.3,Yes,No,Low,1.0,Yes,Salle 18,60.0
Female,25.0,Informatique,4,58.0,42.0,47.7,93.7,58.0,0.0,3.9,16.8,Yes,No,Middle,1.0,Yes,Salle 20,230.0
Male,19.0,Telecom,1,91.8,8.0,89.5,27.5,67.8,1.0,0.4,13.1,No,No,Middle,1.0,No,Salle 8,121.0
Male,21.0,GenieCivil,5,85.8,14.0,60.8,53.8,69.2,4.0,1.6,14.7,Yes,No,Middle,0.0,Yes,Salle 13,70.0
Male,27.0,Chimie,5,76.6,23.0,82.2,41.8,34.9,2.0,3.0,9.1,No,Yes,Middle,0.0,Yes,Salle 3,48.0
Female,21.0,Informatique,3,73.4,27.0,51.6,37.5,25.6,2.0,2.0,16.3,Yes,Yes,Middle,1.0,Yes,Salle 28,263.0
Female,24.0,Mecanique,4,83.6,16.0,65.4,56.0,49.1,1.0,4.1,21.2,Yes,No,Low,3.0,Yes,Salle 7,178.0
Male,21.0,Telecom,5,84.0,16.0,91.8,37.9,43.4,0.0,1.4,12.2,Yes,Yes,Middle,2.0,Yes,Salle 23,60.0
Female,24.0,Mecanique,3,89.2,11.0,88.2,69.3,50.6,1.0,1.3,14.9,Yes,No,Low,3.0,Yes,Salle 16,212.0
Male,17.0,Mecanique,3,100.0,0.0,100.0,62.5,64.5,1.0,7.2,29.4,No,No,Middle,1.0,Yes,Salle 30,212.0
Male,25.0,Telecom,1,100.0,0.0,71.2,89.8,49.5,0.0,1.4,10.7,Yes,No,Middle,1.0,Yes,Salle 30,121.0
Male,20.0,Mecanique,4,96.0,4.0,70.3,65.9,58.6,1.0,4.0,28.6,No,No,Low,1.0,Yes,Salle 10,178.0
Male,21.0,Informatique,5,84.9,15.0,68.3,58.0,80.0,3.0,0.5,8.2,No,No,High,0.0,Yes,Salle 16,109.0
Male,25.0,Energetique,3,90.1,10.0,69.4,57.5,73.1,0.0,1.4,15.7,Yes,No,Middle,0.0,Yes,Salle 26,104.0
Male,20.0,Mecanique,3,61.7,38.0,83.2,68.6,48.9,0.0,2.5,11.7,No,No,Low,2.0,Yes,Salle 16,212.0
Male,21.0,Informatique,3,77.4,23.0,60.3,14.2,35.5,1.0,0.9,3.0,Yes,No,Low,3.0,Yes,Salle 6,263.0
Male,22.0,Informatique,2,76.9,23.0,68.3,73.3,51.8,3.0,0.3,8.3,No,No,Middle,1.0,Yes,Salle 20,298.0
Other,20.0,Electrique,2,82.2,16.0,75.8,76.6,38.1,0.0,0.4,10.4,Yes,No,Middle,3.0,Yes,Salle 4,185.0
Male,23.0,Informatique,1,67.2,33.0,59.6,55.0,45.5,2.0,1.3,9.4,No,No,Middle,1.0,Yes,Salle 4,248.0
Male,22.0,Telecom,2,73.3,27.0,54.1,61.6,63.5,1.0,0.2,11.5,No,No,Middle,0.0,Yes,Salle 25,161.0
Male,21.0,Informatique,2,71.6,28.0,51.7,63.9,77.7,2.0,7.2,34.8,Yes,No,Middle,0.0,No,Salle 6,298.0
Female,22.0,Chimie,1,82.2,18.0,75.8,57.7,46.5,2.0,1.6,9.5,Yes,No,Middle,2.0,No,Salle 7,96.0
Male,22.0,GenieCivil,4,87.4,13.0,32.6,52.9,45.4,0.0,0.2,0.5,No,No,Middle,2.0,No,Salle 17,173.0
Male,22.0,Electrique,3,88.0,12.0,57.7,62.3,66.6,0.0,1.8,10.0,No,No,Low,3.0,No,Salle 1,188.0
Male,19.0,Chimie,5,87.1,13.0,51.8,66.2,63.5,1.0,0.0,12.8,Yes,No,Middle,2.0,Yes,Salle 28,48.0
Male,21.0,Electrique,4,73.3,27.0,46.2,91.6,58.5,1.0,3.8,21.8,No,No,High,2.0,No,Salle 2,157.0
Male,23.0,Informatique,1,100.0,0.0,65.1,30.4,100.0,0.0,4.9,19.1,Yes,No,Middle,1.0,Yes,Salle 30,248.0
Female,22.0,Informatique,1,90.3,10.0,60.3,39.7,73.2,1.0,4.3,20.3,Yes,No,Middle,1.0,Yes,Salle 6,248.0
Male,25.0,Informatique,3,83.5,16.0,74.8,51.2,71.0,1.0,0.4,9.5,No,No,Middle,0.0,Yes,Salle 3,263.0
Male,20.0,Telecom,1,63.7,36.0,72.9,56.0,93.3,1.0,1.9,18.0,No,No,Middle,1.0,Yes,Salle 4,121.0
Male,20.0,Electrique,2,82.6,17.0,39.1,50.9,71.3,1.0,0.6,2.3,No,No,Middle,0.0,Yes,Salle 6,185.0
Male,23.0,Mecanique,2,81.2,19.0,75.6,74.2,74.8,3.0,0.8,8.1,No,No,Middle,2.0,Yes,Salle 29,231.0
Female,21.0,GenieCivil,5,70.9,29.0,68.7,54.6,10.6,1.0,9.8,42.9,Yes,No,Middle,0.0,Yes,Salle 12,70.0
Female,22.0,Electrique,2,72.0,28.0,59.1,61.5,31.2,0.0,1.3,7.9,Yes,No,Middle,1.0,No,Salle 4,185.0
Female,20.0,Telecom,2,59.7,40.0,59.4,62.7,71.0,0.0,1.6,4.5,Yes,No,Middle,0.0,Yes,Salle 12,161.0
Other,20.0,Electrique,4,88.8,11.0,60.8,75.4,72.1,1.0,1.9,11.4,Yes,Yes,Middle,0.0,Yes,Salle 12,157.0
Female,25.0,Mecanique,1,75.5,24.0,77.4,71.3,12.1,1.0,3.3,11.5,Yes,No,High,1.0,No,Salle 10,186.0
Female,23.0,Electrique,2,71.8,28.0,65.1,53.1,22.2,3.0,0.4,11.5,Yes,No,Middle,2.0,No,Salle 19,185.0
Male,22.0,Informatique,3,85.0,15.0,68.7,60.0,79.9,1.0,1.4,8.6,Yes,No,Low,0.0,Yes,Salle 18,263.0
Male,26.0,Electrique,2,82.2,12.0,77.2,43.4,58.3,0.0,6.4,11.5,No,No,Middle,1.0,Yes,Salle 1,185.0
Male,19.0,GenieCivil,1,66.7,33.0,72.5,70.8,35.9,0.0,4.4,27.6,Yes,No,Low,0.0,Yes,Salle 2,149.0
Male,18.0,Informatique,2,80.3,20.0,56.1,44.6,85.3,1.0,2.4,15.6,Yes,No,High,1.0,No,Salle 11,298.0
Other,21.0,Mecanique,2,88.2,12.0,71.7,56.6,100.0,2.0,0.7,12.0,Yes,No,Low,0.0,Yes,Salle 25,231.0
Male,27.0,Informatique,3,68.2,32.0,63.6,31.4,82.0,2.0,2.7,10.8,Yes,No,Middle,1.0,Yes,Salle 26,263.0
Male,20.0,Energetique,3,53.9,46.0,45.5,72.9,79.3,1.0,0.4,9.0,No,No,Low,1.0,Yes,Salle 21,104.0
Male,23.0,Energetique,2,89.0,11.0,71.7,50.5,84.4,0.0,1.8,10.3,No,No,High,2.0,No,Salle 1,71.0
Female,22.0,Informatique,1,81.8,18.0,57.0,63.8,58.5,0.0,0.1,11.5,Yes,No,Middle,2.0,Yes,Salle 23,248.0
Female,25.0,Chimie,4,87.1,13.0,48.4,74.2,67.5,3.0,0.2,0.0,Yes,No,Middle,0.0,No,Salle 5,93.0
Female,24.0,Informatique,3,65.8,34.0,45.0,64.3,94.4,2.0,0.2,0.4,Yes,No,Low,0.0,Yes,Salle 26,263.0
Female,22.0,Chimie,1,62.9,37.0,82.5,98.0,39.2,0.0,2.0,13.9,Yes,No,Middle,0.0,Yes,Salle 7,96.0
Female,23.0,Chimie,2,79.7,20.0,85.0,25.8,56.4,0.0,5.3,29.3,No,No,Low,1.0,Yes,Salle 27,119.0
Male,22.0,Telecom,4,79.1,21.0,56.4,61.6,58.8,4.0,3.4,16.9,Yes,Yes,Low,1.0,Yes,Salle 29,121.0
Male,20.0,GenieCivil,3,72.9,27.0,44.6,64.0,73.3,3.0,1.4,11.3,Yes,No,Middle,3.0,Yes,Salle 15,185.0
Male,21.0,Electrique,1,88.6,11.0,65.1,49.4,83.8,0.0,1.7,18.0,No,Yes,Middle,2.0,Yes,Salle 28,143.0
Male,23.0,GenieCivil,4,71.4,29.0,65.1,50.5,29.3,1.0,0.9,5.3,Yes,No,Low,0.0,Yes,Salle 12,173.0
Female,23.0,Telecom,1,78.4,22.0,74.6,78.2,29.4,0.0,7.5,34.5,No,No,Low,2.0,Yes,Salle 29,121.0
Male,22.0,Telecom,2,83.1,17.0,72.4,68.6,78.0,1.0,2.4,16.5,Yes,No,Low,1.0,No,Salle 7,161.0
Female,19.0,Mecanique,3,80.8,19.0,40.2,67.1,59.0,1.0,0.1,11.5,Yes,No,Low,1.0,No,Salle 5,212.0
Male,22.0,GenieCivil,1,69.1,31.0,82.0,70.5,74.9,1.0,2.3,14.8,No,No,Middle,2.0,Yes,Salle 17,149.0
Female,26.0,Energetique,2,72.3,28.0,69.3,49.8,85.7,0.0,0.8,11.0,No,Yes,Middle,1.0,Yes,Salle 2,71.0
Male,22.0,Mecanique,3,87.6,12.0,49.9,78.0,17.1,0.0,2.8,13.3,No,Yes,Middle,1.0,Yes,Salle 12,212.0
Female,21.0,GenieCivil,4,83.9,16.0,49.4,82.4,61.5,1.0,1.8,16.8,Yes,No,Middle,0.0,Yes,Salle 5,173.0
Male,23.0,GenieCivil,3,77.7,22.0,60.7,39.9,47.3,0.0,2.7,20.1,Yes,Yes,Middle,0.0,Yes,Salle 12,185.0
Male,19.0,Informatique,5,77.2,23.0,63.6,64.4,49.3,3.0,0.6,9.0,Yes,No,Middle,0.0,Yes,Salle 17,109.0
Male,23.0,GenieCivil,3,97.4,3.0,81.5,64.7,92.9,1.0,0.8,0.0,No,No,Middle,2.0,Yes,Salle 3,185.0
Male,22.0,Informatique,1,82.2,1.0,79.4,58.8,97.4,1.0,1.8,15.4,Yes,No,Low,0.0,No,Salle 11,248.0
Male,23.0,Chimie,5,88.5,12.0,55.3,81.0,70.7,1.0,0.8,2.6,No,No,Middle,0.0,Yes,Salle 7,48.0
Female,24.0,Informatique,5,93.7,6.0,83.2,52.6,54.0,0.0,0.2,4.3,Yes,No,Middle,0.0,No,Salle 17,109.0
Female,23.0,Energetique,1,78.1,22.0,46.6,43.7,64.5,1.0,2.9,17.8,Yes,No,High,1.0,Yes,Salle 4,83.0
Male,21.0,GenieCivil,3,93.7,6.0,46.5,75.9,41.4,0.0,0.5,6.1,No,Yes,Middle,2.0,Yes,Salle 30,185.0
Male,20.0,Telecom,3,81.5,18.0,65.1,65.9,60.1,1.0,0.9,13.4,Yes,Yes,Middle,1.0,Yes,Salle 19,154.0
Male,24.0,GenieCivil,4,86.5,14.0,67.3,60.1,45.4,1.0,2.7,23.7,No,No,Middle,2.0,Yes,Salle 18,173.0
Female,28.0,Electrique,2,90.8,9.0,46.5,41.6,63.5,1.0,9.6,45.1,Yes,No,High,0.0,Yes,Salle 21,185.0
Male,24.0,Mecanique,4,94.5,6.0,84.6,24.6,42.4,1.0,5.7,32.3,No,No,High,1.0,Yes,Salle 23,178.0
Female,20.0,Informatique,2,97.8,2.0,54.2,82.4,63.5,2.0,5.2,26.2,No,No,Middle,1.0,Yes,Salle 1,298.0
Male,20.0,Mecanique,2,76.4,24.0,67.4,33.9,73.6,0.0,0.4,1.7,Yes,No,Middle,1.0,Yes,Salle 3,231.0
Female,21.0,GenieCivil,2,91.1,9.0,57.2,30.8,98.1,1.0,1.2,11.5,No,No,Middle,0.0,Yes,Salle 18,177.0
Male,18.0,GenieCivil,1,100.0,0.0,49.3,56.3,54.6,1.0,1.4,8.4,No,No,Middle,2.0,No,Salle 2,149.0
Male,22.0,GenieCivil,1,93.4,7.0,61.0,63.9,36.7,0.0,1.3,0.9,Yes,No,High,2.0,No,Salle 4,149.0
Female,22.0,Chimie,2,96.4,4.0,65.1,39.8,33.6,1.0,2.9,16.9,Yes,No,Middle,1.0,Yes,Salle 8,119.0
Male,25.0,Electrique,5,75.5,24.0,67.5,56.3,42.0,0.0,0.0,0.0,No,No,Low,1.0,Yes,Salle 26,80.0
Male,24.0,Electrique,4,76.6,23.0,44.0,58.2,43.3,4.0,1.9,13.6,No,No,Middle,0.0,Yes,Salle 12,157.0
Male,24.0,GenieCivil,2,69.7,30.0,65.1,61.0,49.0,1.0,2.2,21.0,No,No,Middle,0.0,Yes,Salle 13,177.0
Male,22.0,Electrique,4,81.5,18.0,74.7,56.3,44.0,0.0,0.4,9.1,Yes,No,Middle,1.0,Yes,Salle 18,157.0
Male,25.0,Informatique,4,78.7,21.0,61.8,51.7,87.6,1.0,0.2,4.8,No,No,Middle,0.0,Yes,Salle 30,230.0
Female,21.0,Mecanique,1,82.2,0.0,83.0,31.2,88.6,0.0,0.7,11.5,Yes,Yes,Middle,1.0,Yes,Salle 21,186.0
Male,24.0,Electrique,3,76.2,24.0,63.8,37.7,98.6,2.0,2.6,11.5,Yes,No,Middle,1.0,No,Salle 12,188.0
Female,19.0,Telecom,1,78.0,22.0,65.1,30.6,87.2,2.0,0.4,5.3,No,Yes,Low,1.0,Yes,Salle 5,121.0
Female,25.0,GenieCivil,5,82.2,20.0,63.4,61.2,57.3,0.0,0.6,11.5,No,No,Middle,2.0,Yes,Salle 4,70.0
Female,22.0,Energetique,1,83.9,16.0,69.0,61.9,43.9,3.0,1.4,11.1,Yes,No,Middle,0.0,Yes,Salle 5,83.0
Male,23.0,Telecom,3,87.9,12.0,91.4,88.5,86.9,0.0,0.3,2.5,Yes,No,Low,0.0,Yes,Salle 10,154.0
Female,22.0,Mecanique,3,71.4,29.0,52.4,52.5,71.6,0.0,0.7,5.8,No,No,Middle,0.0,Yes,Salle 18,212.0
Male,21.0,Electrique,1,85.7,14.0,63.7,65.1,60.4,1.0,13.8,61.4,Yes,No,High,0.0,Yes,Salle 10,143.0
Male,25.0,Informatique,2,78.0,22.0,68.8,68.8,79.8,1.0,1.1,16.8,No,No,Middle,2.0,Yes,Salle 22,298.0
Male,21.0,Electrique,1,87.2,13.0,81.2,37.6,31.3,3.0,5.4,25.0,No,No,Low,1.0,No,Salle 9,143.0
Female,21.0,Mecanique,2,89.2,11.0,63.9,57.4,35.8,1.0,2.7,8.9,No,No,Middle,0.0,Yes,Salle 3,231.0
Male,21.0,Energetique,1,67.3,33.0,46.7,61.6,57.8,0.0,3.6,20.7,No,No,High,1.0,Yes,Salle 19,83.0
Male,27.0,GenieCivil,4,76.6,23.0,63.5,43.0,59.2,1.0,0.1,1.0,Yes,No,Low,0.0,Yes,Salle 20,173.0
Male,19.0,Informatique,5,82.2,36.0,65.1,68.1,63.5,4.0,0.9,9.8,Yes,No,Middle,1.0,No,Salle 2,109.0
Male,25.0,Informatique,3,86.1,14.0,90.9,61.6,48.8,3.0,1.0,18.6,No,No,High,2.0,Yes,Salle 21,263.0
Male,24.0,Telecom,2,97.5,2.0,42.0,42.7,69.3,0.0,1.6,7.1,Yes,No,Low,0.0,Yes,Salle 17,161.0
Female,23.0,Telecom,5,95.4,5.0,42.0,65.7,100.0,1.0,1.9,11.4,No,No,Middle,2.0,Yes,Salle 30,60.0
Female,21.0,Telecom,3,68.4,32.0,64.3,46.1,70.0,1.0,1.6,13.7,Yes,No,Low,1.0,No,Salle 21,154.0
Male,23.0,Electrique,1,83.4,17.0,65.1,77.0,56.8,1.0,3.0,13.7,Yes,Yes,Middle,2.0,Yes,Salle 8,143.0
Male,19.0,Informatique,2,100.0,0.0,81.9,61.6,62.5,1.0,1.6,13.5,Yes,No,Middle,1.0,Yes,Salle 11,298.0
